	CNA: BLCA	CNA: BRCA	CNA: CESC	CNA: COAD	CNA: ESCA	CNA: HNSC	CNA: KIRC	CNA: KIRP	CNA: LIHC	CNA: LUAD	CNA: LUSC	CNA: PRAD	CNA: READ	CNA: STAD	CNA: THCA	CNA: UCEC	GE: BLCA	GE: BRCA	GE: CESC	GE: COAD	GE: ESCA	GE: HNSC	GE: KIRC	GE: KIRP	GE: LIHC	GE: LUAD	GE: LUSC	GE: PRAD	GE: READ	GE: STAD	GE: THCA	GE: UCEC	METH: BLCA	METH: BRCA	METH: CESC	METH: COAD	METH: ESCA	METH: HNSC	METH: KIRC	METH: KIRP	METH: LIHC	METH: LUAD	METH: LUSC	METH: PRAD	METH: READ	METH: STAD	METH: THCA	METH: UCEC	MF: BLCA	MF: BRCA	MF: CESC	MF: COAD	MF: ESCA	MF: HNSC	MF: KIRC	MF: KIRP	MF: LIHC	MF: LUAD	MF: LUSC	MF: PRAD	MF: READ	MF: STAD	MF: THCA	MF: UCEC
LAMTOR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LARGE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LARP4B	0.0	0.0	0.0	0.2325581395348837	0.3333333333333333	0.4292929292929294	0.043010752688172	0.0	0.0	0.2706611570247935	0.474012474012474	0.0	0.0	0.2391304347826087	0.0	0.0	0.0382413268091311	0.03427147225664	0.0695286839879078	0.0066939235087989	0.0088345046514586	0.0309850243768492	0.0133867031963162	0.0102981937955558	0.058844282354812	0.0286885697743543	0.0359128412377692	0.0177378413983549	0.0131769938840008	0.0346164024846625	0.0496937924864023	0.0540747354934863	0.0128883429193922	0.0039666872597899	0.0114531393783028	0.0110805669914483	0.0011866054040571	0.0182944568225655	0.0092557456064739	0.0138349539322639	0.0128082180224266	0.0121804502198051	0.0129302951716834	0.0175660339006818	0.0021528052044423	0.0052349350273654	0.0032189291953434	0.008773798272951	0.0	0.0	0.0256527966639568	0.0104773631140914	0.026847733401504	0.0054567402799769	0.0	0.0	0.0248256261398773	0.0407891102523506	0.0543573363825121	0.0681605045693412	0.0278917912275245	0.0499310964046168	0.0035985706982309	0.0187004602651306
LASP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0842105263157894	0.0	0.0819416500408748	0.0316182003690691	0.0082168067556718	0.0420219420545938	0.0119876305655833	0.0661777655701964	0.0212850571944797	0.0490636952744222	0.0642605617205757	0.0204103776074931	0.0311710092553059	0.0466731727120904	0.0033041518377587	0.0339020978621163	0.0907915957658362	0.0066242927092019	0.0048840728211039	0.0094385275835332	0.0076187070291375	0.0013876848885985	0.0029388257954979	0.0061446646136368	0.0068313088574726	0.0109081694211143	0.0057940299056448	0.0055693280551181	0.0080795893106796	0.0122064578491617	0.0022161041441701	0.0133513561968205	0.0058318327777572	0.0014722886723556	0.0	0.0053022932975387	0.0	0.0	0.0	0.0	0.0	0.0408619681463952	0.0496620790619917	0.0	0.0	0.0227446059034577	0.0	0.0123596925836625	0.0	0.0036822991461961
LATS1	0.5705705705705705	0.0	0.0	0.0	0.0	0.0	0.3268817204301075	0.1385281385281385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0839201493035468	0.0658806460337288	0.0667607365976889	0.0015688695116099	0.0028752451012285	0.015516361548665	0.0164855542578217	0.0293465749600433	0.0058588692208815	0.0397463127567606	0.0053097027362202	0.0336861704713461	0.0076912345074207	0.0298465313712717	0.0313185557903497	0.0587306626379677	0.0073649078112618	0.0073307634604167	0.0039992610554972	0.003177931034747	0.0127625276188284	0.0109847113005685	0.0174194291081793	0.0063430437362573	0.0092540223497327	0.0107450177033208	0.0112469621696822	0.0020075824190121	0.0035178358197491	0.0125328908129013	0.0137012855752135	0.0056987840741775	0.0341232878966001	0.0210421132780475	0.1110996947232802	0.0162428829198236	0.026570720441786	0.026446211808366	0.0	0.0813990923317501	0.0245281388372843	0.02020124117505	0.0	0.0	0.0	0.0499394927957894	0.0035995329297134	0.0263793806021264
LATS2	0.0	0.0	0.4317180616740089	0.0	0.4691358024691358	0.5883838383838386	0.1741935483870967	0.0	0.0	0.0	0.0	0.075075075075075	0.0	0.1956521739130435	0.1684210526315789	0.3234323432343236	0.2079684373212678	0.1284753428674368	0.1429164666113975	0.0100175469610209	0.0196050867347195	0.0303408326237811	0.0043702490372508	0.0567108061593106	0.0513533606270742	0.1490134195867035	0.165895686838053	0.0113082925724604	0.0236263318099279	0.0148697457032075	0.1141293346661437	0.1790697378975828	0.0083713152911	0.0160186715812873	0.0139847698752018	0.0258449039281536	0.0207104855739612	0.0036085101599031	0.0114404852606518	0.0026366173202666	0.0012243182200375	0.0156541869628978	0.0192007711074671	0.0069423062316458	0.0096517606143491	0.1289747694311997	0.0112413682240852	0.0055179569183304	0.0	0.0053126683164053	0.0	0.0107912902940585	0.0	0.0	0.0256647366470783	0.0	0.0	0.0410293518654874	0.0	0.0	0.0	0.0130475738207967	0.0	0.0420418281237114
LBR	0.2162162162162162	0.0	0.0	0.0	0.0	0.0	0.0946236559139784	0.0	0.0	0.0	0.0	0.1411411411411411	0.3181818181818183	0.0	0.0	0.7491749174917494	0.047654108494535	0.0609890105157669	0.057015988274532	0.0480004927361705	0.0620623122063606	0.0225355450618128	0.005157164313657	0.0368286973091481	0.0585340144080359	0.0452563800660788	0.0501182537795369	0.0208246527101228	0.0284319799027542	0.0516115515711532	0.0613797590924474	0.0524593518535936	0.0249077002692664	0.0018711299764304	0.0284449098304974	0.0293287748524061	0.0241131998517033	0.0315457655052911	0.012837862125745	0.0027941371466869	0.0437779171045942	0.038121704296495	0.0335925843063838	0.0129319150692245	0.0570451511143104	0.0257809642789913	0.0102589279032132	0.020147823015045	0.0	0.0159026850438806	0.0	0.0105590095967491	0.0	0.0	0.0	0.163602347802715	0.0500173169479482	0.0204737526540626	0.0	0.0450817070914708	0.0283060281061866	0.0511804765656809	0.0035081938792432	0.0076257241078039
LCA5	0.8219696969696969	0.0	0.0	0.0	0.3793103448275863	0.0	0.0	0.0	0.0	0.6710875331564987	0.0	0.0	0.0	0.2880258899676376	0.0	0.0	0.1383811618289209	0.1717502208613428	0.2015945772869119	0.0252955981624705	0.0098475358109829	0.0676101906038255	0.0048014795460754	0.0195147062027608	0.0763000642215268	0.0794111068919041	0.1085725109379161	0.1441804209355094	0.0578248087604179	0.0335121292333753	0.0496171867142678	0.1711665579218633	0.0271067580174567	0.0270690689285198	0.0217173107566632	0.0120406126185479	0.0136776368731794	0.0146290417618397	0.0503788897965399	0.0164513968568862	0.0227850408520064	0.0225274860709518	0.0221282851014524	0.0007252306434418	0.0283825199898214	0.1414898487285884	0.0169125148768026	0.0297548438481316	0.0306761860218748	0.0053080866859536	0.0534664350364314	0.0106429245519316	0.0	0.005477752604975	0.0127945428324858	0.040781691290351	0.0249545598750214	0.0	0.0	0.0	0.0	0.0252849203699439	0.0036035656799058	0.0111337760408654
LCAT	0.3243243243243243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5082508250825083	0.0342922565552166	0.1705687321001096	0.085347130839992	0.0193614643652584	0.0226551532169911	0.0764146669760424	0.086543902225703	0.0642344057997081	0.2986973543066013	0.1179548999697691	0.1077325562289203	0.0766057979615472	0.0127000107806257	0.0103598464350227	0.0766854955771851	0.1585607217528774	0.3337168000699042	0.5032698918725523	0.589319091335141	0.4689721609014765	0.5425526935279318	0.2655583845694234	0.0188591097409225	0.1928103856678169	0.1892222472598891	0.1070147294933549	0.0223863050794555	0.2752134144873214	0.4604866828621649	0.2390811904343593	0.1012729911695162	0.4633311912479546	0.0	0.0053151986602912	0.0	0.0	0.0	0.0	0.0128379630579944	0.0409783107633023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003870077346188
LCK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4213649851632048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0893317477414319	0.0190391551551355	0.1410673170883819	0.0317813569404975	0.0988211669846289	0.0517824780538153	0.0894188395188552	0.0228155283581865	0.0252209537626624	0.0060776872944578	0.0703508471802998	0.0449211894666369	0.0116012411245175	0.0532024799610668	0.0080395055311403	0.0329259797349559	0.0339409579909695	0.0237139107200367	0.0747833380696704	0.0042586704714156	0.0475907669696957	0.2261465591190928	0.2907592339584384	0.0423271409173107	0.1183237422000047	0.0117737608484666	0.0132836461756637	0.025358643052962	0.0141628717333791	0.0491659246688449	0.074612144853312	0.0352307994507375	0.0357634600485743	0.0	0.0	0.00543378973437	0.0	0.0054745283142762	0.0	0.0408604004423415	0.024924053791778	0.0204627178946268	0.0	0.0	0.0	0.0	0.0	0.0075379406672503
TOX4	0.0	0.0	0.5198237885462555	0.0552325581395348	0.0	0.5479797979797979	0.1741935483870967	0.0	0.0	0.0	0.0	0.6816816816816818	0.0	0.0	0.0	0.0	0.051011297550016	0.0073387888034151	0.0938642751526278	0.0843790452627493	0.0678655426939787	0.041555750973071	0.1347872119830769	0.0794626815692935	0.0384848302707733	0.1502725261163719	0.1693372292178966	0.0276261113751248	0.1059787404237821	0.0826790688131278	0.1072858692784644	0.0301290119320058	0.0017560198591995	0.0254004014087782	0.146290914731672	0.2050731075034407	0.2237097236398706	0.0612066582287647	0.0764994035839002	0.0496031433626129	0.0693464826221974	0.0008557501982756	0.0221964374851632	0.010994957095855	0.0277969915594997	0.3095013097860198	0.0249772649953513	0.0505666938525223	0.0	0.0053119703309752	0.0	0.0	0.0	0.0273910830856017	0.0	0.0	0.0498912673835574	0.0402873587072575	0.1092403885348266	0.0227557425620453	0.0	0.0129171375933756	0.0	0.0076000558433714
LDB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3116883116883117	0.0	0.1263157894736842	0.0	0.4226439617349044	0.2244153511999494	0.4737684260451499	0.3038980071306745	0.2648341772223626	0.4786507259717374	0.0150924677366699	0.2091589742177939	0.0111904575566117	0.2753314146583218	0.2879016220384097	0.2948855222092692	0.3907072918841357	0.2635624528184921	0.1403395869031572	0.3144419161104097	0.101911921886095	0.1118373203851825	0.0348131810112813	0.1145885277263619	0.1133238340788042	0.1359873320728205	0.0312460526786654	0.1602237393828909	0.3178754871636829	0.0326760626255132	0.0548459939699548	0.1779396109860223	0.0655730289629664	0.0115247886217557	0.1417997540947203	0.1169824587263477	0.0	0.0156850956336521	0.0	0.0050492487114903	0.0	0.0367897215188226	0.0	0.0403937481831288	0.0	0.0200681025657561	0.0	0.0227232688797392	0.0	0.012964924344094	0.0	0.0146495828960869
LDHA	0.0	0.0	0.4493392070484583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0186990838108387	0.0201477061349801	0.1657526661079263	0.0305127358876164	0.1303495873198295	0.0436786039245538	0.1125829175159558	0.0403462038650236	0.0502687095992217	0.1319463496123709	0.1188999429485206	0.0405741952388784	0.053279891617065	0.0258512793535423	0.0033445800838874	0.1391639698008373	0.0107615352305838	0.0266330526933719	0.0163854475148047	0.0018677479616308	0.0043527969515821	0.0160814834926675	0.0093350943317876	0.0313870878923577	0.0158839728794684	0.0462883591344785	0.0064587752264596	0.0439614243312272	0.0107264138888298	0.0016993353071073	0.0178762930799027	0.0107844901349587	0.0	0.010450651255709	0.0	0.0	0.0	0.0054654566395559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0125387344560576	0.0072020899001861	0.0037028056047787
LDLR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2337662337662337	0.0	0.0736842105263157	0.0	0.1207974284928308	0.0395000174731612	0.043994026783607	0.0472039971872634	0.0001208440878642	0.0059161321668767	0.1054937907051986	0.2406909852000292	0.1429029212576587	0.2220564210166244	0.1574596132470415	0.0663272016410355	0.0550594279964625	0.001518759837775	0.1173026454768716	0.0449291707508043	0.0670467647962746	0.0030055855846537	0.027714033042119	0.0073813214304121	0.0249546926162413	0.0182432141769672	0.0536066194192294	0.3681517313949457	0.0064156699111776	0.0352437754978683	0.0515285897016553	0.0481736423733319	0.0305501427600128	0.0599620965626998	0.197023022121378	0.0765110654114375	0.0357283397629639	0.0051821141308197	0.0	0.0054032890869055	0.0268906525942963	0.0109130444036063	0.0	0.0406934673612624	0.0	0.0202650809154951	0.0	0.0681245859937623	0.0	0.0258569565446189	0.0	0.0075408278259096
LDLRAP1	0.0	0.0	0.1762114537444934	0.0	0.4629629629629629	0.2398989898989899	0.2129032258064516	0.2337662337662337	0.4213649851632048	0.2520661157024794	0.474012474012474	0.0	0.4870129870129871	0.0	0.0	0.0	0.060125769581575	0.0026761827741374	0.0809163900742591	0.0636223204092475	0.0057471076668018	0.0165365234980382	0.0465115470545874	0.0829004437414996	0.0008538324920987	0.0379192068100893	0.0250227265992417	0.0138731211630305	0.026346617580955	0.0055402580035746	0.0008197762855946	0.0114753046305341	0.0850484592550335	0.0264697369779234	0.0004645274205435	0.0185564117877591	0.0139326899076322	0.0124384825496017	0.0825342056168515	0.0790543428324191	0.0245392614655473	0.0062962941338767	0.0250982480801103	0.0240184359427576	0.0658547382185633	0.0722969675653434	0.0287854526145453	0.0346443206014076	0.0	0.0	0.0832125815301463	0.0054190505287323	0.0	0.0	0.0	0.0	0.0	0.0410456547263652	0.0	0.0227716228252622	0.0	0.0	0.0	0.0384458320405074
LEF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.513353115727003	0.3264462809917356	0.0	0.0	0.0	0.0	0.0	0.0	0.0118265704352907	0.1619830303820869	0.1257510678327842	0.132993311963727	0.0795945098028848	0.0514069380264597	0.0236671412408823	0.1450701583131971	0.2406978928775652	0.0549330325553794	0.117656571282641	0.0767328182222849	0.1316816543565063	0.0887574568352823	0.0812557968526243	0.0590783682046012	0.0152927151857942	0.0652470971476474	0.0734550636049175	0.0810575049830509	0.2203376619442765	0.0192562805732474	0.0109792772791492	0.0542725759257378	0.0688310965149506	0.0656570093942048	0.0493364495581673	0.0181187911437983	0.0196160796724439	0.0654492074162111	0.065815795894294	0.169875160099361	0.0720795722153394	0.0105993253756479	0.0552814204409018	0.0105693367621602	0.0	0.0163112258204779	0.0	0.0408389572290593	0.0746126700131091	0.0203704100276989	0.0544595369199215	0.0454609889320874	0.0	0.0130286742259139	0.0070802269801424	0.0153697312817349
LEMD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1298701298701299	0.0	0.0	0.0	0.0178986867829088	0.0392187216271636	0.0177412217530365	0.0065453952131383	0.0021173859436567	0.0215325652496948	0.0025286180404596	0.0176555409826739	0.0048512488440114	0.030256663685369	0.0023357780553158	0.0045289156096338	0.0108034923973654	0.005990525902154	0.042230279142648	0.0311692311334458	0.0253422946831108	0.0034955814097277	0.0248327036545448	0.000585402655663	0.0397320882335777	0.002573043193141	0.007759313553778	0.0090563465901112	0.0037516524386992	0.0126055926770735	0.0410247636032243	0.0315114673548871	0.0037127877998213	0.0157502442213293	0.0260378280837527	0.0004238704179996	0.0	0.0053090191579422	0.0280453501847991	0.0053711793337578	0.0271031567541747	0.0	0.0128182486972999	0.0	0.0249769456380654	0.0	0.054203615832535	0.0	0.0	0.0129225722909303	0.0	0.0153429884112791
LEP	0.0	0.0	0.2643171806167401	0.0	0.0	0.0	0.3763440860215054	0.0	0.1008902077151335	0.0	0.0	0.0	0.0	0.0	0.0105263157894736	0.207920792079208	0.3148442361077204	1.0	0.1315087626946874	0.2165903889424241	0.1478953359308693	0.2328933462882938	0.1176779380350888	0.0781639550436657	0.0	0.0503384075547301	0.0316406984654277	0.0	0.3203767048774293	0.1375046888278786	0.0	0.1252577951944528	0.4412524005984957	0.6304337300430397	0.5681791135628624	0.0997959336138733	0.369029176984375	0.3850446336231445	0.4160766442680661	0.2658725204290313	0.1908476939579057	0.5086459235718377	0.5228139323575659	0.4805299687103301	0.1643559770382573	0.1918499518608769	0.0902092327348364	0.684248351817074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0406449237462498	0.0	0.0	0.0	0.0	0.0071202277094415	0.0
LEPROTL1	0.9545454545454546	0.0	0.0	0.0	0.5172413793103449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1156462585034014	0.0	0.0	0.0	0.0154260352290034	0.0058659399356834	0.0012473580571159	0.0207647403296285	0.0343404048105094	0.0238089732226081	0.0673833876848748	0.0093104026657364	0.0032156746902605	0.028606709333234	0.0687791170191611	0.027923568309924	0.0135244119003069	0.0378776350494796	0.0558807168842579	0.0241732653469448	0.0129094415573782	0.005488246268428	0.0018309516496639	0.0018754864945689	0.0009263199759033	0.008526255488811	0.0009844156846625	0.0025207851348461	0.0066184249007014	0.0080501800916161	0.0051551401421311	0.0071572475896937	0.0095714987376095	0.0004327615202797	0.0060470213341772	0.0070454241662148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0408775008340725	0.0	0.0	0.0545288131274499	0.0	0.0	0.0129905964575267	0.0	0.0077196086138216
LGI1	0.0	0.0	0.0	0.3168604651162791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3116883116883117	0.0	0.1263157894736842	0.0	0.0	0.4612587604915314	0.0	0.0	0.9223124517287146	0.5621120778697446	0.1407287105992556	0.0	0.0	0.0	0.0	0.2729729609840499	0.4797248379468465	0.340536238370283	0.4297639509109929	0.0	0.0201556000206696	0.2234989801311238	0.2916441182888964	0.2302875521993435	0.1084084616175572	0.1745444591824164	0.0247318255409837	0.1987217277995268	0.2036452810994869	0.0366256544235201	0.1021006233843368	0.404109480708418	0.1560947958283114	0.0224697885169491	0.0449877864916774	0.1102096295869649	0.0357111417417761	0.0	0.0541877509756929	0.0	0.0	0.0	0.0	0.0	0.0244953546146321	0.0	0.0	0.022714577009056	0.0	0.0	0.0036006026694971	0.0074691855755155
LGR5	0.0	0.0	0.0	0.0	0.0	0.1590909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.1298701298701299	0.0	0.0	0.0	0.0672510501160068	0.1360287887247055	0.1437812063147169	0.1656118762705712	0.0401590719787125	0.078914732475967	0.2549498623943939	0.2597363228829063	0.1053629599879768	0.1717123278629948	0.0352354405080215	0.1618668172438586	0.2131182312457829	0.1685056957111323	0.079426995723513	0.2625880730640783	0.0215191798172863	0.1816288021394267	0.1793609131600355	0.0111147641372353	0.0134350513626373	0.0757088739953113	0.1000295112079875	0.0608312143505016	0.0073720557950558	0.1174945327949207	0.0500495921786201	0.0458600534674503	0.0117347217469679	0.3860260709513262	0.004053280893892	0.0091152309541292	0.0	0.021138185210497	0.052582837258224	0.0	0.0	0.0109100050075757	0.0	0.0	0.0	0.1010934847621069	0.0	0.0227723125489339	0.0	0.0381876744566741	0.0	0.0189128634794079
LHCGR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0346320346320346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1076067811443186	0.0	0.1691768937498217	0.1920778087431048	0.0	0.1088059213276837	0.0	0.0	0.0	0.1370413301770437	0.3394972998422389	0.0	0.165293022469169	0.2703520620428585	0.3460599694025296	0.2141591736716508	0.1632642138658903	0.1231428787666976	0.1775829709284447	0.0537986641254626	0.2109054769410809	0.1730725387306873	0.048603734838064	0.044251382710838	0.1731789733358498	0.0077096519117872	0.0207053662864725	0.1027364609892724	0.0361789823115866	0.0053047646308246	0.0	0.016253296957837	0.0270436727072579	0.0159498748497656	0.0	0.0	0.0998826201857176	0.0607066639676968	0.0545549655328521	0.022743620797824	0.0	0.0519197665466711	0.0	0.0227522419154858
LHFPL6	0.0	0.0	0.0	0.0552325581395348	0.0	0.0	0.1741935483870967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2649447610856137	0.2819879386541581	0.3419101754922171	0.0431260813609978	0.0201241757987459	0.0769088431305603	0.0661054627549503	0.1104972053810302	0.0188220511124541	0.2256225811062339	0.2181104247859458	0.0273619531861291	0.0810689794600503	0.0059866159177189	0.0046734634534172	0.3095170544791922	0.0147496361831656	0.0733105197293737	0.0445220392567683	0.2205009146282904	0.1743305319481259	0.0038791071859083	0.0081932618727236	0.0079816265252907	0.0804035010659609	0.0340821245460971	0.0158506797901307	0.0140796414114492	0.0713545177490813	0.4493915169057033	0.0026548634605088	0.0030266581792805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LHX3	0.0	0.3196986006458558	0.0	0.0	0.0	0.0	0.0	0.0	0.3531157270029673	0.0	0.0	0.0	0.0	0.0	0.2947368421052632	0.4356435643564357	0.0	0.0	0.1320267142923669	0.0	0.2998959582113361	0.0513951305060011	0.0	0.0	0.0867321525728939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0608396597730813	0.2285244582194154	0.1066711929384056	0.0169847324460833	0.1662188946776804	0.0631008761161876	0.222735937843595	0.0762861015975132	0.1102114437529998	0.126023633214791	0.1984969230867999	0.1858084086106664	0.120313929146141	0.2499090163940716	0.1093789545563379	0.2950509447175189	0.0	0.0052989883356017	0.0	0.0	0.0	0.0054793185459491	0.0	0.0	0.0	0.0	0.0	0.0227419365843839	0.0	0.0260122541955954	0.0	0.0
LHX4	0.0	0.0	0.0	0.0	0.0	0.0	0.1333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3052631578947368	0.0	0.0967479116844527	0.0118858822663481	0.0853525397653543	0.0654957791253138	0.0193390101710385	0.0335075724340015	0.0166721306378387	0.0650481525763835	0.1461494384200672	0.0398706128857824	0.0161783533362733	0.0601181479343227	0.0235077452725649	0.0690312497352644	0.0988606988511731	0.0028976700045977	0.008423882637082	0.0529915174483207	0.0128985655612266	0.0524668841794434	0.0446281629402431	0.0247351602577238	0.0266098156258655	0.0016763585468301	0.1116736803823242	0.0393939152720055	0.0159193439948989	0.0116230781615608	0.0123960097686962	0.1172598663526837	0.0130948007284464	0.0054538858129463	0.036260369511342	0.0	0.0276923023145616	0.0054033012675507	0.026969642621725	0.0164312526174185	0.0	0.1226907994250532	0.0	0.0	0.0	0.0451918322579499	0.0	0.0260799970194164	0.0036036020125267	0.0230031677823883
LIFR	0.0	0.0	0.0	0.252906976744186	0.0	0.5176767676767676	0.0	0.0	0.0	0.6280991735537191	0.7359667359667359	0.0	0.0	0.391304347826087	0.0	0.0	0.2882008506185719	0.3442487929801628	0.4217022298343041	0.2725165192930225	0.3678830823807981	0.1317741900333884	0.0441643544018618	0.0893732867738716	0.3071590012152479	0.2273048363075136	0.2752745745850247	0.0613562952005476	0.2618592874020299	0.1175215568366803	0.2932751581368189	0.3306328843706357	0.2577858062440234	0.0491443078471238	0.1966566449511568	0.1110924314337463	0.220689403582656	0.2252714926079345	0.0902447051008363	0.0275822964876812	0.6029414299252458	0.0387058025756544	0.2366789620812675	0.0168442639732918	0.1811054437518045	0.0114491317271815	0.0077723009038086	0.0938754067674528	0.0359990995749547	0.0262925569716277	0.0562555404049076	0.0162100422847698	0.0269340724685614	0.0272575071584315	0.0127919243190533	0.0407810912585791	0.0	0.0	0.0	0.0227395681367859	0.028287683321358	0.0380588084857815	0.0	0.0299639196893875
LIG4	0.0	0.1916038751345532	0.3039647577092511	0.0	0.0	0.0	0.0	0.0	0.198813056379822	0.1570247933884297	0.0	0.0	0.0	0.0	0.0	0.0	0.0391674657634657	0.0540245643239975	0.0186765997971904	0.0278208164834455	0.0355791567966796	0.004193758837291	0.0607699308751215	0.0236298108362956	0.0205447777051986	0.0617428910719037	0.0856608920815231	0.0310921648628319	0.0207397801075253	0.0149671988115758	0.0248739127156289	0.0279562797151654	0.0134273471897844	0.0012716579928376	0.0022097132287506	0.0050401513035742	0.0109728296900276	0.0050856173120247	0.0116437745933649	0.0018442909878153	0.0104649175124828	0.0023369041563234	0.0186757268136085	0.0065551636079718	0.0182296294606065	0.0112125012124588	0.0033028911917544	0.0106965061193475	0.1401868178564062	0.0052961078644541	0.1333976885631275	0.0053636540153883	0.0	0.0162465631585756	0.0	0.0	0.0	0.0602609503933357	0.1075298833469197	0.0227044830982425	0.0	0.038162297044826	0.0035997054904941	0.003577734289738
SCGB1D1	0.0	0.0	0.0	0.0	0.4012345679012346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3116883116883117	0.0	0.1263157894736842	0.0	0.0097013468394668	0.0479489185560118	0.0297635463480685	0.0452164170871464	0.0818662981369012	0.0397010873547579	0.0689637171300675	0.0560993331141685	0.0151995150656144	0.129804766627792	0.1272672882839598	0.0511203130739823	0.0431405538609394	0.0301850776534258	0.0278126261480487	0.0546337792220008	0.0300793255300048	0.0239874053276117	0.019338128788335	0.0017930397424907	0.0158307446975151	0.0410645137017827	0.084329821547415	0.0068235654907895	0.0077723953681477	0.0115987631914549	0.0348825217791488	0.0007008213548942	0.0121706778026405	0.0502571070063645	0.0252237733263293	0.0279349484064525	0.0	0.0	0.0	0.0	0.0	0.0054779549252262	0.0	0.0409302596229599	0.0	0.0201422312091231	0.0	0.0	0.0	0.0127634253309399	0.0	0.0038056549170986
LIPC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1515151515151515	0.0	0.0	0.0	0.0	0.5129870129870131	0.0	0.0	0.0	0.0165506825633506	0.19404288608399	0.144452767922975	0.3484589583888875	0.1074089698456393	0.0424036655257704	0.0175892445307235	0.090663487242915	0.1237394636522003	0.0849195425201093	0.0965288599474739	0.2167320410931464	0.2537913372943804	0.0219586096731604	0.2426967171950913	0.1079788031400121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0360834636616455	0.0	0.0	0.0108412738591999	0.0	0.0054888460244786	0.0	0.0	0.0249840349200634	0.0	0.0	0.0	0.0283167549295621	0.0126662503095728	0.0	0.0038692679417036
LIPH	0.6546546546546546	0.0	0.0	0.0	0.0	0.0	0.1870967741935484	0.4372294372294372	0.0	0.2809917355371901	0.0	0.0	0.0	0.0	0.0	0.0	0.0082448723510187	0.0122495740500403	0.5934266145964272	0.0925176748493351	0.2021184554385466	0.1562759562466119	0.3144502095771871	0.0596122486720629	0.0390348673903217	0.0277078372791206	0.1887918988130949	0.0681292082596612	0.1357738763888447	0.0329086027255472	0.7425161927840133	0.157242407269861	0.2750604920562691	0.16813454588059	0.5923377482633386	0.294066735794876	0.273790264607375	0.3059194501600411	0.0966263579733561	0.3017667576317886	0.2267420693055998	0.3489060258184981	0.3394764166514132	0.1583367838237626	0.3178111714665739	0.3673759812661852	0.3878335331707747	0.7632239942274428	0.0715947292285499	0.0105979948889265	0.0280865559038763	0.0	0.0	0.0	0.0	0.0	0.0499989549091706	0.0	0.0	0.0	0.0	0.0	0.0	0.0038318644583243
