"ENTREZID" "SYMBOL"
"1866" "29844" "TFPT"
"1867" "4066" "LYL1"
"1868" "154215" "NKAIN2"
"1869" "89884" "LHX4"
"1870" "331" "XIAP"
"1871" "57569" "ARHGAP20"
"1872" "6929" "TCF3"
"1873" "8115" "TCL1A"
"1874" "27086" "FOXP1"
"1875" "596" "BCL2"
"1876" "79184" "BRCC3"
"1877" "50515" "CHST11"
"1878" "27125" "AFF4"
"1879" "3558" "IL2"
"1880" "6887" "TAL2"
"1881" "4609" "MYC"
"1882" "4298" "MLLT1"
"1883" "605" "BCL7A"
"1884" "604" "BCL6"
"1885" "10006" "ABI1"
"1886" "6491" "STIL"
"1887" "10272" "FSTL3"
"1888" "602" "BCL3"
"1889" "8178" "ELL"
"1890" "6813" "STXBP2"
"1891" "608" "TNFRSF17"
"1892" "238" "ALK"
"1893" "5087" "PBX1"
"1894" "5873" "RAB27A"
"1895" "5450" "POU2AF1"
"1896" "4068" "SH2D1A"
"1897" "4004" "LMO1"
"1898" "4005" "LMO2"
"1899" "4515" "MTCP1"
"1900" "8676" "STX11"
"1901" "25925" "ZNF521"
"1902" "4253" "MIA2"
"1903" "4791" "NFKB2"
"1904" "6886" "TAL1"
"1905" "201294" "UNC13D"
"1906" "5551" "PRF1"
"1907" "2531" "KDSR"
"1908" "3596" "IL13"
"1909" "2302" "FOXJ1"
"1910" "22861" "NLRP1"
"1911" "930" "CD19"
"1912" "83706" "FERMT3"
"1913" "23495" "TNFRSF13B"
"1914" "975" "CD81"
"1915" "3689" "ITGB2"
"1916" "1789" "DNMT3B"
"1917" "115650" "TNFRSF13C"
"1918" "84623" "KIRREL3"
"1919" "8492" "PRSS12"
"1920" "9901" "SRGAP3"
"1921" "55998" "NXF5"
"1922" "2902" "GRIN1"
"1923" "2904" "GRIN2B"
"1924" "1859" "DYRK1A"
"1925" "3479" "IGF1"
"1926" "1013" "CDH15"
"1927" "9524" "TECR"
"1928" "84295" "PHF6"
"1929" "8831" "SYNGAP1"
"1930" "51185" "CRBN"
"1931" "6487" "ST3GAL3"
"1932" "2898" "GRIK2"
"1933" "7991" "TUSC3"
"1934" "9439" "MED23"
"1935" "10369" "CACNG2"
"1936" "83696" "TRAPPC9"
"1937" "55650" "PIGV"
"1938" "2036" "EPB41L1"
"1939" "54862" "CC2D1A"
"1940" "11253" "MAN1B1"
"1941" "55777" "MBD5"
"1942" "80099" "C7orf69"
"1943" "168507" "PKD1L1"
"1944" "124460" "SNX20"
"1945" "3128" "HLA-DRB6"
"1946" "79747" "ADGB"
"1947" "1540" "CYLD"
"1948" "3122" "HLA-DRA"
"1949" "3123" "HLA-DRB1"
"1950" "734" "OSGIN2"
"1951" "55744" "COA1"
"1952" "160857" "CCDC122"
"1953" "3119" "HLA-DQB1"
"1954" "3118" "HLA-DQA2"
"1955" "3117" "HLA-DQA1"
"1956" "400757" "C1orf141"
"1957" "8767" "RIPK2"
"1958" "121838" "NRAD1"
"1959" "144811" "LACC1"
"1960" "64783" "RBM15"
"1961" "84936" "ZFYVE19"
"1962" "5371" "PML"
"1963" "4330" "MN1"
"1964" "3932" "LCK"
"1965" "8021" "NUP214"
"1966" "4026" "LPP"
"1967" "5914" "RARA"
"1968" "10801" "SEPTIN9"
"1969" "8522" "GAS7"
"1970" "23305" "ACSL6"
"1971" "57591" "MRTFA"
"1972" "2078" "ERG"
"1973" "153090" "DAB2IP"
"1974" "7704" "ZBTB16"
"1975" "79142" "PHF23"
"1976" "7913" "DEK"
"1977" "9321" "TRIP11"
"1978" "63976" "PRDM16"
"1979" "57082" "KNL1"
"1980" "865" "CBFB"
"1981" "10499" "NCOA2"
"1982" "7994" "KAT6A"
"1983" "8833" "GMPS"
"1984" "26511" "CHIC2"
"1985" "2322" "FLT3"
"1986" "2000" "ELF4"
"1987" "54904" "NSD3"
"1988" "84823" "LMNB2"
"1989" "5346" "PLIN1"
"1990" "4086" "SMAD1"
"1991" "6288" "SAA1"
"1992" "21" "ABCA3"
"1993" "4093" "SMAD9"
"1994" "5002" "SLC22A18"
"1995" "1956" "EGFR"
"1996" "10568" "SLC34A2"
"1997" "729238" "SFTPA2"
"1998" "972" "CD74"
"1999" "1438" "CSF2RA"
"2000" "6289" "SAA2"
"2001" "140803" "TRPM6"
"2002" "57505" "AARS2"
"2003" "51021" "MRPS16"
"2004" "85476" "GFM1"
"2005" "9365" "KL"
"2006" "23479" "ISCU"
"2007" "1591" "CYP24A1"
"2008" "2591" "GALNT3"
"2009" "2671" "GFER"
"2010" "567" "B2M"
"2011" "56945" "MRPS22"
"2012" "4544" "MTNR1B"
"2013" "79660" "PPP1R3B"
"2014" "2646" "GCKR"
"2015" "8658" "TNKS"
"2016" "84226" "C2orf16"
"2017" "100270981" "RPL30P9"
"2018" "84450" "ZNF512"
"2019" "84811" "BUD13"
"2020" "8882" "ZPR1"
"2021" "79635" "CCDC121"
"2022" "9709" "HERPUD1"
"2023" "441726" "RPL28P4"
"2024" "11321" "GPN1"
"2025" "157638" "LRATD2"
"2026" "1071" "CETP"
"2027" "100271597" "RPS3AP42"
"2028" "10221" "TRIB1"
"2029" "3990" "LIPC"
"2030" "2733" "GLE1"
"2031" "113278" "SLC52A3"
"2032" "390594" "KBTBD13"
"2033" "64419" "MTMR14"
"2034" "4703" "NEB"
"2035" "1073" "CFL2"
"2036" "4618" "MYF6"
"2037" "274" "BIN1"
"2038" "7170" "TPM3"
"2039" "23175" "LPIN1"
"2040" "7138" "TNNT1"
"2041" "4620" "MYH2"
"2042" "90" "ACVR1"
"2043" "58" "ACTA1"
"2044" "7169" "TPM2"
"2045" "4534" "MTM1"
"2046" "8091" "HMGA2"
"2047" "2317" "FLNB"
"2048" "2313" "FLI1"
"2049" "6598" "SMARCB1"
"2050" "1019" "CDK4"
"2051" "6756" "SSX1"
"2052" "6757" "SSX2"
"2053" "54949" "SDHAF2"
"2054" "55654" "TMEM127"
"2055" "5081" "PAX7"
"2056" "558" "AXL"
"2057" "727837" "SSX2B"
"2058" "8648" "NCOA1"
"2059" "8013" "NR4A3"
"2060" "6793" "STK10"
"2061" "701" "BUB1B"
"2062" "2115" "ETV1"
"2063" "8379" "MAD1L1"
"2064" "5890" "RAD51B"
"2065" "1385" "CREB1"
"2066" "79145" "CHCHD7"
"2067" "5324" "PLAG1"
"2068" "1649" "DDIT3"
"2069" "466" "ATF1"
"2070" "11146" "GLMN"
"2071" "11322" "TMC6"
"2072" "6597" "SMARCA4"
"2073" "8314" "BAP1"
"2074" "4157" "MC1R"
"2075" "8915" "BCL10"
"2076" "147138" "TMC8"
"2077" "5155" "PDGFB"
"2078" "51517" "NCKIPSD"
"2079" "6760" "SS18"
"2080" "2130" "EWSR1"
"2081" "473" "RERE"
"2082" "84168" "ANTXR1"
"2083" "93986" "FOXP2"
"2084" "51473" "DCDC2"
"2085" "84239" "ATP13A4"
"2086" "6530" "SLC6A2"
"2087" "80975" "TMPRSS5"
"2088" "161582" "DNAAF4"
"2089" "9856" "KIAA0319"
"2090" "7274" "TTPA"
"2091" "53630" "BCO1"
"2092" "60529" "ALX4"
"2093" "4208" "MEF2C"
"2094" "3856" "KRT8"
"2095" "256076" "COL6A5"
"2096" "6468" "FBXW4"
"2097" "3875" "KRT18"
"2098" "79813" "EHMT1"
"2099" "644" "BLVRA"
"2100" "2660" "MSTN"
"2101" "10653" "SPINT2"
"2102" "50674" "NEUROG3"
"2103" "3048" "HBG2"
"2104" "4254" "KITLG"
"2105" "10758" "TRAF3IP2"
"2106" "129684" "CNTNAP5"
"2107" "347273" "CAVIN4"
"2108" "339761" "CYP27C1"
"2109" "677828" "SNORA47"
"2110" "81832" "NETO1"
"2111" "100131893" "RPL3P11"
"2112" "27436" "EML4"
"2113" "10512" "SEMA3C"
"2114" "23302" "WSCD1"
"2115" "401492" "LINC01235"
"2116" "100271596" "RPS3AP46"
"2117" "1879" "EBF1"
"2118" "49855" "SCAPER"
"2119" "100270961" "RPL23P4"
"2120" "100270844" "RPL6P5"
"2121" "5629" "PROX1"
"2122" "100147818" "RNU7-31P"
"2123" "4048" "LTA4H"
"2124" "100270983" "RPL31P13"
"2125" "652" "BMP4"
"2126" "29761" "USP25"
"2127" "26031" "OSBPL3"
"2128" "7247" "TSN"
"2129" "51438" "MAGEC2"
"2130" "8777" "MPDZ"
"2131" "340351" "AGBL3"
"2132" "153339" "TMEM167A"
"2133" "392374" "GAPDHP26"
"2134" "100147745" "RNU7-2P"
"2135" "5593" "PRKG2"
"2136" "2043" "EPHA4"
"2137" "814" "CAMK4"
"2138" "729992" "ST13P1"
"2139" "28951" "TRIB2"
"2140" "11245" "GPR176"
"2141" "83478" "ARHGAP24"
"2142" "201456" "FBXO15"
"2143" "153020" "RASGEF1B"
"2144" "441525" "SPANXN4"
"2145" "100127911" "ST13P12"
"2146" "91461" "PKDCC"
